2007-2008	2008-04-19	Blackburn Rovers	1	R.S. Cruz,21,g	Manchester United	1	C.A. Tevez,88,g	Ewood Park
2007-2008	2008-04-19	Arsenal	2	E.S. Adebayor,30,g;G. Silva,38,g	Reading	0	NULL	Emirates Stadium
2007-2008	2008-04-19	Wigan Athletic	1	E. Heskey,12,g	Tottenham Hotspur	1	D. Berbatov,6,g	The JJB Stadium
2007-2008	2008-04-19	Fulham	0	NULL	Liverpool	2	J. Pennant,17,g;P. Crouch,70,g	Craven Cottage
2007-2008	2008-04-19	Middlesboro	0	NULL	Bolton Wanderers	1	G. McCann,60,g	Riverside Stadium
2007-2008	2008-04-19	West Ham United	2	B. Zamora,20,g;C. Cole,77,g	Derby County	1	T. Mears,65,g	Upton Park
2007-2008	2008-04-17	Everton	0	NULL	Chelsea	1	M. Essien,41,g	Goodison Park
2007-2008	2008-04-14	Chelsea	1	M. Essien,55,g	Wigan Athletic	1	E. Heskey,90,g	Stamford Bridge
2007-2008	2008-04-13	Manchester United	2	C. Ronaldo,54,pen;O. Hargreaves,72,g	Arsenal	1	E.S. Adebayor,48,g	Old Trafford
2007-2008	2008-04-13	Liverpool	3	S. Gerrard,60,g;F. Torres,82,g;A. Voronin,90,g	Blackburn Rovers	1	R.S. Cruz,90,g	Anfield
2007-2008	2008-04-12	Tottenham Hotspur	1	J. Grounds,27,og	Middlesboro	1	S. Downing,70,g	White Hart Lane
2007-2008	2008-04-12	Bolton Wanderers	1	K. Davies,47,g	West Ham United	0	NULL	Reebok Stadium
2007-2008	2008-04-12	Derby County	0	NULL	Aston Villa	6	A. Young,25,g;J. Carew,27,g;S. Petrov,36,g;G. Barry,58,g;G. Agbonlahor,76,g;M. Harewood,85,g	Pride Park
2007-2008	2008-04-12	Birmingham City	1	M. Z�rate,83,g	Everton	1	J. Lescott,78,g	St. Andrews
2007-2008	2008-04-12	Portsmouth	0	NULL	Newcastle United	0	NULL	Fratton Park
2007-2008	2008-04-12	Sunderland	1	D. Whitehead,82,g	Manchester City	2	E. Blumer,79,pen;D. Vassell,87,g	Stadium of Light
2007-2008	2008-04-12	Reading	0	NULL	Fulham	2	B. McBride,24,g;E. Nevland,90,g	Madejski Stadium
2007-2008	2008-04-08	West Ham United	0	NULL	Portsmouth	1	N. Kranjcar,61,g	Upton Park
2007-2008	2008-04-06	Middlesboro	2	A. Alves,35,g;A. Alves,56,g	Manchester United	2	C. Ronaldo,10,g;W. Rooney,74,g	Riverside Stadium
2007-2008	2008-04-06	Everton	1	L. Osman,56,g	Derby County	0	NULL	Goodison Park
2007-2008	2008-04-05	Aston Villa	4	G. Barry,9,g;G. Agbonlahor,56,g;G. Barry,60,g;M. Harewood,85,g	Bolton Wanderers	0	NULL	Villa Park
2007-2008	2008-04-05	Fulham	1	D. Healy,74,g	Sunderland	3	D. Collins,45,g;M. Chopra,54,g;K. Jones,76,g	Craven Cottage
2007-2008	2008-04-05	Wigan Athletic	2	R. Taylor,15,g;R. Taylor,55,g	Birmingham City	0	NULL	The JJB Stadium
2007-2008	2008-04-05	Blackburn Rovers	1	M.G. Pedersen,32,g	Tottenham Hotspur	1	D. Berbatov,7,g	Ewood Park
2007-2008	2008-04-05	Arsenal	1	N. Bendtner,54,g	Liverpool	1	P. Crouch,42,g	Emirates Stadium
2007-2008	2008-04-05	Manchester City	0	NULL	Chelsea	2	R. Dunne,6,og;S. Kalou,53,g	City of Manchester Stadium
2007-2008	2008-04-05	Newcastle United	3	O. Martins,18,g;M. Owen,43,g;M. Viduka,58,g	Reading	0	NULL	St. James Park
2007-2008	2008-03-30	Liverpool	1	F. Torres,7,g	Everton	0	NULL	Anfield
2007-2008	2008-03-30	Tottenham Hotspur	1	D. Bent,25,g	Newcastle United	4	N. Butt,45,g;Geremi,52,g;M. Owen,65,g;O. Martins,83,g	White Hart Lane
2007-2008	2008-03-30	Chelsea	1	R. Carvalho,5,g	Middlesboro	0	NULL	Stamford Bridge
2007-2008	2008-03-29	Reading	0	NULL	Blackburn Rovers	0	NULL	Madejski Stadium
2007-2008	2008-03-29	Sunderland	2	K. Jones,29,g;A. Reid,90,g	West Ham United	1	F. Ljungberg,18,g	Stadium of Light
2007-2008	2008-03-29	Portsmouth	2	J. Defoe,32,g;J. Defoe,90,g	Wigan Athletic	0	NULL	Fratton Park
2007-2008	2008-03-29	Derby County	2	M. Taylor,14,g;M. Taylor,43,g	Fulham	2	W. Gallas,63,g;R.v. Persie,68,pen;J. Samuel,90,og	Pride Park
2007-2008	2008-03-29	Birmingham City	3	M. Z�rate,40,g;M. Z�rate,54,g;G. McSheffrey,76,pen	Manchester City	1	E. Blumer,58,pen	St. Andrews
2007-2008	2008-03-29	Manchester United	4	C. Ronaldo,17,g;C.A. Tevez,33,g;W. Rooney,53,g;W. Rooney,70,g	Aston Villa	0	NULL	Old Trafford
2007-2008	2008-03-29	Bolton Wanderers	2	M. Taylor,14,g;M. Taylor,43,g	Arsenal	3	W. Gallas,63,g;R.v. Persie,68,pen;C. Fabregas,90,g	Reebok Stadium
2007-2008	2008-03-23	Chelsea	2	D. Drogba,72,g;D. Drogba,81,g	Arsenal	1	B. Sagna,58,g	Stamford Bridge
2007-2008	2008-03-23	Manchester United	3	W. Brown,34,g;C. Ronaldo,79,g;Nani,80,g	Liverpool	0	NULL	Old Trafford
2007-2008	2008-03-22	Bolton Wanderers	0	NULL	Manchester City	0	NULL	Reebok Stadium
2007-2008	2008-03-22	Middlesboro	1	S. Tuncay,32,g	Derby County	0	NULL	Riverside Stadium
2007-2008	2008-03-22	Blackburn Rovers	3	R.S. Cruz,11,g;J. Roberts,45,g;R.S. Cruz,63,g	Wigan Athletic	1	M. King,17,pen	Ewood Park
2007-2008	2008-03-22	Newcastle United	2	M. Viduka,6,g;M. Owen,83,g	Fulham	0	NULL	St. James Park
2007-2008	2008-03-22	Aston Villa	0	NULL	Sunderland	1	M. Chopra,83,g	Villa Park
2007-2008	2008-03-22	Everton	1	Y. Ayegbeni,8,g	West Ham United	1	D. Ashton,68,g	Goodison Park
2007-2008	2008-03-22	Reading	2	A. Bikey,31,g;A. Bikey,79,g	Birmingham City	1	M. Z�rate,64,g	Madejski Stadium
2007-2008	2008-03-22	Tottenham Hotspur	2	D. Bent,80,g;J. O'Hara,82,g	Portsmouth	0	NULL	White Hart Lane
2007-2008	2008-03-19	Tottenham Hotspur	4	J. Woodgate,12,g;D. Berbatov,61,g;T. Huddlestone,75,g;R. Keane,88,g	Chelsea	4	D. Drogba,3,g;M. Essien,20,g;J. Cole,52,g;J. Cole,79,g	White Hart Lane
2007-2008	2008-03-19	Manchester United	2	C. Ronaldo,9,g;C. Ronaldo,20,g	Bolton Wanderers	0	NULL	Old Trafford
2007-2008	2008-03-17	Birmingham City	1	J. McFadden,33,g	Newcastle United	1	M. Owen,55,g	St. Andrews
2007-2008	2008-03-16	Manchester City	2	S. Ireland,59,g;N. Onuoha,72,g	Tottenham Hotspur	1	R. Keane,32,g	City of Manchester Stadium
2007-2008	2008-03-16	Fulham	1	B. McBride,67,g	Everton	0	NULL	Craven Cottage
2007-2008	2008-03-16	Wigan Athletic	1	E. Heskey,34,g	Bolton Wanderers	0	NULL	The JJB Stadium
2007-2008	2008-03-15	Sunderland	0	NULL	Chelsea	1	J. Terry,10,g	Stadium of Light
2007-2008	2008-03-15	Liverpool	2	J. Mascherano,19,g;F. Torres,48,g	Reading	1	M. Matejovsky,5,g	Anfield
2007-2008	2008-03-15	Arsenal	1	K. Toure,86,g	Middlesboro	1	J. Aliadiere,25,g	Emirates Stadium
2007-2008	2008-03-15	West Ham United	2	D. Ashton,39,g;F. Sears,81,g	Blackburn Rovers	1	R.S. Cruz,19,g	Upton Park
2007-2008	2008-03-15	Derby County	0	NULL	Manchester United	1	C. Ronaldo,76,g	Pride Park
2007-2008	2008-03-15	Portsmouth	2	J. Defoe,11,g;N. Reo-Coker,38,og	Aston Villa	0	NULL	Fratton Park
2007-2008	2008-03-12	Chelsea	6	F. Lampard,27,pen;S. Kalou,42,g;F. Lampard,57,g;J. Cole,64,g;F. Lampard,66,g;F. Lampard,73,g	Derby County	1	D. Jones,74,g	Stamford Bridge
2007-2008	2008-03-12	Aston Villa	1	G. Barry,74,pen	Middlesboro	1	S. Downing,23,g	Villa Park
2007-2008	2008-03-12	Portsmouth	4	J. Defoe,6,pen;J. Defoe,9,g;H. Hreidarsson,49,g;N. Kanu,90,g	Birmingham City	2	F. Muamba,10,g;S. Larsson,40,g	Fratton Park
2007-2008	2008-03-09	Sunderland	0	NULL	Everton	1	A. Johnson,55,g	Stadium of Light
2007-2008	2008-03-09	Wigan Athletic	0	NULL	Arsenal	0	NULL	The JJB Stadium
2007-2008	2008-03-09	Tottenham Hotspur	4	D. Berbatov,8,g;D. Berbatov,11,g;Gilberto,85,g;D. Bent,90,g	West Ham United	0	NULL	White Hart Lane
2007-2008	2008-03-08	Blackburn Rovers	1	M.G. Pedersen,59,g	Fulham	1	J. Bullard,89,g	Ewood Park
2007-2008	2008-03-08	Liverpool	3	J. Pennant,43,g;F. Torres,45,g;S. Gerrard,51,g	Newcastle United	0	NULL	Anfield
2007-2008	2008-03-08	Reading	2	S. Long,62,g;D. Kitson,87,g	Manchester City	0	NULL	Madejski Stadium
2007-2008	2008-03-05	Liverpool	4	F. Torres,8,g;F. Torres,60,g;F. Torres,81,g;S. Gerrard,83,g	West Ham United	0	NULL	Anfield
2007-2008	2008-03-02	Everton	3	Y. Ayegbeni,1,g;T. Cahill,73,g;Y. Ayegbeni,81,g	Portsmouth	1	J. Defoe,38,g	Goodison Park
2007-2008	2008-03-02	Bolton Wanderers	1	T. Cohen,79,g	Liverpool	3	S. Gerrard,10,g;R. Babel,59,g;F. Aurelio,75,g	Reebok Stadium
2007-2008	2008-03-01	Derby County	0	NULL	Sunderland	0	NULL	Pride Park
2007-2008	2008-03-01	West Ham United	0	NULL	Chelsea	4	F. Lampard,17,pen;J. Cole,20,g;M. Ballack,22,g;A. Cole,64,g	Upton Park
2007-2008	2008-03-01	Fulham	0	NULL	Manchester United	3	O. Hargreaves,15,g;J. Park,44,g;S. Davies,72,og	Craven Cottage
2007-2008	2008-03-01	Newcastle United	0	NULL	Blackburn Rovers	1	M. Derbyshire,90,g	St. James Park
2007-2008	2008-03-01	Manchester City	0	NULL	Wigan Athletic	0	NULL	City of Manchester Stadium
2007-2008	2008-03-01	Middlesboro	0	NULL	Reading	1	J. Harper,90,g	Riverside Stadium
2007-2008	2008-03-01	Birmingham City	4	M. Forssell,7,g;S. Larsson,55,g;M. Forssell,59,g;M. Forssell,81,g	Tottenham Hotspur	1	J. Jenas,90,g	St. Andrews
2007-2008	2008-03-01	Arsenal	1	N. Bendtner,90,g	Aston Villa	1	P. Senderos,27,og	Emirates Stadium
2007-2008	2008-02-25	Manchester City	0	NULL	Everton	2	Y. Ayegbeni,30,g;J. Lescott,38,g	City of Manchester Stadium
2007-2008	2008-02-24	Blackburn Rovers	4	B. McCarthy,24,pen;B. McCarthy,67,pen;D. Bentley,71,g;M.G. Pedersen,90,g	Bolton Wanderers	1	K. Davies,51,g	Ewood Park
2007-2008	2008-02-24	Reading	1	N. Shorey,90,g	Aston Villa	2	A. Young,45,g;M. Harewood,84,g	Madejski Stadium
2007-2008	2008-02-23	Wigan Athletic	2	P. Scharner,60,g;L.A. Valencia,84,g	Derby County	0	NULL	The JJB Stadium
2007-2008	2008-02-23	Portsmouth	1	J. Defoe,69,pen	Sunderland	0	NULL	Fratton Park
2007-2008	2008-02-23	Newcastle United	1	A. Diagne-Faye,78,g	Manchester United	5	W. Rooney,25,g;C. Ronaldo,45,g;C. Ronaldo,56,g;W. Rooney,80,g;L. Saha,90,g	St. James Park
2007-2008	2008-02-23	Fulham	0	NULL	West Ham United	1	N. Solano,87,g	Craven Cottage
2007-2008	2008-02-23	Liverpool	3	F. Torres,27,g;F. Torres,29,g;F. Torres,61,g	Middlesboro	2	S. Tuncay,8,g;S. Downing,83,g	Anfield
2007-2008	2008-02-23	Birmingham City	2	J. McFadden,28,g;J. McFadden,90,pen	Arsenal	2	T. Walcott,49,g;T. Walcott,55,g	St. Andrews
2007-2008	2008-02-11	Arsenal	2	P. Senderos,4,g;E.S. Adebayor,90,g	Blackburn Rovers	0	NULL	Emirates Stadium
2007-2008	2008-02-10	Manchester United	1	M. Carrick,90,g	Manchester City	2	D. Vassell,24,g;B. Mwaruwari,45,g	Old Trafford
2007-2008	2008-02-10	Chelsea	0	NULL	Liverpool	0	NULL	Stamford Bridge
2007-2008	2008-02-09	Bolton Wanderers	0	NULL	Portsmouth	1	L. Diarra,81,g	Reebok Stadium
2007-2008	2008-02-09	Middlesboro	1	J. Aliadiere,11,g	Fulham	0	NULL	Riverside Stadium
2007-2008	2008-02-09	Derby County	0	NULL	Tottenham Hotspur	3	R. Keane,68,g;Y. Kaboul,81,g;D. Berbatov,90,pen	Pride Park
2007-2008	2008-02-09	Aston Villa	4	W. Bouma,48,g;J. Carew,51,g;J. Carew,72,g;J. Carew,90,pen	Newcastle United	1	M. Owen,4,g	Villa Park
2007-2008	2008-02-09	West Ham United	1	F. Ljungberg,7,g	Birmingham City	1	J. McFadden,16,pen	Upton Park
2007-2008	2008-02-09	Sunderland	2	D. Etuhu,42,g;D. Murphy,74,g	Wigan Athletic	0	NULL	Stadium of Light
2007-2008	2008-02-09	Everton	1	P. Jagielka,62,g	Reading	0	NULL	Goodison Park
2007-2008	2008-02-03	Newcastle United	1	M. Owen,60,g	Middlesboro	1	R. Huth,87,g	St. James Park
2007-2008	2008-02-03	Fulham	2	S. Davies,72,g;J. Bullard,86,g	Aston Villa	1	A. Hughes,69,og	Craven Cottage
2007-2008	2008-02-02	Wigan Athletic	1	K. Kilbane,45,g	West Ham United	0	NULL	The JJB Stadium
2007-2008	2008-02-02	Blackburn Rovers	0	NULL	Everton	0	NULL	Ewood Park
2007-2008	2008-02-02	Manchester City	1	G. Fernandes,28,g	Arsenal	3	E.S. Adebayor,9,g;E.A.D. Silva,26,g;E.S. Adebayor,88,g	City of Manchester Stadium
2007-2008	2008-02-02	Portsmouth	1	J. Defoe,64,g	Chelsea	1	N. Anelka,55,g	Fratton Park
2007-2008	2008-02-02	Liverpool	3	P. Crouch,57,g;F. Torres,69,g;S. Gerrard,89,pen	Sunderland	0	NULL	Anfield
2007-2008	2008-02-02	Reading	0	NULL	Bolton Wanderers	2	K. Nolan,33,g;H. Helguson,58,g	Madejski Stadium
2007-2008	2008-02-02	Birmingham City	1	S. Larsson,68,g	Derby County	1	E.A. Villa,89,g	St. Andrews
2007-2008	2008-02-02	Tottenham Hotspur	1	D. Berbatov,21,g	Manchester United	1	C.A. Tevez,90,g	White Hart Lane
2007-2008	2008-01-30	Everton	0	NULL	Tottenham Hotspur	0	NULL	Goodison Park
2007-2008	2008-01-30	Chelsea	1	M. Ballack,32,g	Reading	0	NULL	Stamford Bridge
2007-2008	2008-01-30	Derby County	1	S. Jihai,46,og	Manchester City	1	D. Sturridge,63,g	Pride Park
2007-2008	2008-01-30	Manchester United	2	C. Ronaldo,10,g;C. Ronaldo,13,g	Portsmouth	0	NULL	Old Trafford
2007-2008	2008-01-30	West Ham United	1	M. Noble,90,pen	Liverpool	0	NULL	Upton Park
2007-2008	2008-01-29	Arsenal	3	E.S. Adebayor,40,g;M. Flamini,72,g;C. Fabregas,80,g	Newcastle United	0	NULL	Emirates Stadium
2007-2008	2008-01-29	Sunderland	2	D. Murphy,15,g;R. Prica,65,g	Birmingham City	0	NULL	Stadium of Light
2007-2008	2008-01-29	Bolton Wanderers	0	NULL	Fulham	0	NULL	Reebok Stadium
2007-2008	2008-01-29	Middlesboro	1	J. Aliadiere,20,g	Wigan Athletic	0	NULL	Riverside Stadium
2007-2008	2008-01-26	Aston Villa	1	A. Young,73,g	Blackburn Rovers	1	R.S. Cruz,67,g	Villa Park
2007-2008	2008-01-21	Liverpool	2	Y. Benayoun,19,g;P. Crouch,88,g	Aston Villa	2	M. Harewood,69,g;F. Aurelio,72,og	Anfield
2007-2008	2008-01-20	Wigan Athletic	1	P. Jagielka,53,og	Everton	2	A. Johnson,39,g;J. Lescott,42,g	The JJB Stadium
2007-2008	2008-01-20	Manchester City	1	D. Vassell,16,g	West Ham United	1	C. Cole,8,g	City of Manchester Stadium
2007-2008	2008-01-19	Tottenham Hotspur	2	A. Lennon,2,g;R. Keane,90,g	Sunderland	0	NULL	White Hart Lane
2007-2008	2008-01-19	Fulham	0	NULL	Arsenal	3	E.S. Adebayor,19,g;E.S. Adebayor,38,g;T. Rosicky,81,g	Craven Cottage
2007-2008	2008-01-19	Reading	0	NULL	Manchester United	2	W. Rooney,77,g;C. Ronaldo,90,g	Madejski Stadium
2007-2008	2008-01-19	Newcastle United	0	NULL	Bolton Wanderers	0	NULL	St. James Park
2007-2008	2008-01-19	Blackburn Rovers	1	M. Derbyshire,75,g	Middlesboro	1	D. Wheater,13,g	Ewood Park
2007-2008	2008-01-19	Birmingham City	0	NULL	Chelsea	1	C. Pizarro,79,g	St. Andrews
2007-2008	2008-01-19	Portsmouth	3	B. Mwaruwari,38,g;B. Mwaruwari,42,g;B. Mwaruwari,55,g	Derby County	1	L. Nyatanga,4,g	Fratton Park
2007-2008	2008-01-13	Bolton Wanderers	1	K. Nolan,43,g	Blackburn Rovers	2	C.S. Veijeany,53,g;J. Roberts,90,g	Reebok Stadium
2007-2008	2008-01-13	Sunderland	2	K. Richardson,33,g;K. Richardson,44,g	Portsmouth	0	NULL	Stadium of Light
2007-2008	2008-01-12	Chelsea	2	J. Belletti,19,g;S.W. Phillips,85,g	Tottenham Hotspur	0	NULL	Stamford Bridge
2007-2008	2008-01-12	Derby County	0	NULL	Wigan Athletic	1	A. Sibierski,82,g	Pride Park
2007-2008	2008-01-12	Everton	1	J. Lescott,31,g	Manchester City	0	NULL	Goodison Park
2007-2008	2008-01-12	Arsenal	1	E.S. Adebayor,24,pen	Birmingham City	1	G. O'Connor,48,g	Emirates Stadium
2007-2008	2008-01-12	West Ham United	2	D. Ashton,28,g;A. Ferdinand,69,g	Fulham	1	S. Davies,8,g	Upton Park
2007-2008	2008-01-12	Manchester United	6	C. Ronaldo,49,g;C.A. Tevez,55,g;C. Ronaldo,70,g;R. Ferdinand,85,g;C. Ronaldo,88,g;C.A. Tevez,90,g	Newcastle United	0	NULL	Old Trafford
2007-2008	2008-01-12	Aston Villa	3	J. Carew,22,g;M. Laursen,55,g;J. Carew,88,g	Reading	1	J. Harper,90,g	Villa Park
2007-2008	2008-01-12	Middlesboro	1	G. Boateng,26,g	Liverpool	1	F. Torres,71,g	Riverside Stadium
2007-2008	2008-01-02	Bolton Wanderers	1	S. Giannakopoulos,90,g	Derby County	0	NULL	Reebok Stadium
2007-2008	2008-01-02	Blackburn Rovers	1	B. McCarthy,57,pen	Sunderland	0	NULL	Ewood Park
2007-2008	2008-01-02	Newcastle United	0	NULL	Manchester City	2	E. Blumer,38,g;G. Fernandes,76,g	St. James Park
2007-2008	2008-01-02	Liverpool	1	F. Torres,50,g	Wigan Athletic	1	T. Bramble,80,g	Anfield
2007-2008	2008-01-01	Reading	0	NULL	Portsmouth	2	S. Campbell,9,g;J. Utaka,66,g	Madejski Stadium
2007-2008	2008-01-01	Fulham	1	D. Murphy,10,pen	Chelsea	2	S. Kalou,54,g;M. Ballack,62,pen	Craven Cottage
2007-2008	2008-01-01	Aston Villa	2	O. Mellberg,40,g;M. Laursen,85,g	Tottenham Hotspur	1	J. Defoe,79,g	Villa Park
2007-2008	2008-01-01	Middlesboro	0	NULL	Everton	2	A. Johnson,67,g;J. McFadden,72,g	Riverside Stadium
2007-2008	2008-01-01	Arsenal	2	E.A.D. Silva,2,g;E.S. Adebayor,18,g	West Ham United	0	NULL	Emirates Stadium
2007-2008	2008-01-01	Manchester United	1	C.A. Tevez,25,g	Birmingham City	0	NULL	Old Trafford
2007-2008	2007-12-30	Manchester City	0	NULL	Liverpool	0	NULL	City of Manchester Stadium
2007-2008	2007-12-30	Derby County	1	M. Oakley,27,g	Blackburn Rovers	2	R.S. Cruz,39,g;D. Bentley,42,g	Pride Park
2007-2008	2007-12-29	Portsmouth	0	NULL	Middlesboro	1	N. Butt,55,g	Fratton Park
2007-2008	2007-12-29	Chelsea	2	M. Essien,28,g;S. Kalou,87,g	Newcastle United	1	N. Butt,55,g	Stamford Bridge
2007-2008	2007-12-29	Wigan Athletic	1	T. Bramble,28,g	Aston Villa	2	C. Davies,55,g;G. Agbonlahor,70,g	The JJB Stadium
2007-2008	2007-12-29	Everton	1	T. Cahill,19,g	Arsenal	4	E.A.D. Silva,47,g;E.A.D. Silva,58,g;E.S. Adebayor,79,g;T. Rosicky,90,g	Goodison Park
2007-2008	2007-12-29	Tottenham Hotspur	6	D. Berbatov,7,g;D. Berbatov,63,g;D. Berbatov,73,g;S. Malbranque,76,g;J. Defoe,79,g;D. Berbatov,83,g	Reading	4	K. Ciss�,16,g;I. Ingimarsson,53,g;D. Kitson,69,g;D. Kitson,74,g	White Hart Lane
2007-2008	2007-12-29	Birmingham City	1	S. Larsson,55,g	Fulham	1	C. Bocanegra,8,g	St. Andrews
2007-2008	2007-12-29	Sunderland	3	K. Richardson,13,g;K. Jones,32,g;D. Murphy,90,g	Bolton Wanderers	1	E.H. Diouf,41,g	Stadium of Light
2007-2008	2007-12-29	West Ham United	2	A. Ferdinand,77,g;M. Upson,82,g	Manchester United	1	C. Ronaldo,14,g	Upton Park
2007-2008	2007-12-27	Manchester City	2	D. Vassell,27,g;R. Nelsen,30,og	Blackburn Rovers	2	R.S. Cruz,28,g;R.S. Cruz,83,g	City of Manchester Stadium
2007-2008	2007-12-26	Birmingham City	3	S. Downing,22,og;M. Forssell,45,g;G. McSheffrey,90,pen	Middlesboro	0	NULL	St. Andrews
2007-2008	2007-12-26	Portsmouth	0	NULL	Arsenal	0	NULL	Fratton Park
2007-2008	2007-12-26	Everton	2	P. Neville,51,g;T. Cahill,70,g	Bolton Wanderers	0	NULL	Goodison Park
2007-2008	2007-12-26	Chelsea	4	A. Shevchenko,45,pen;A. Shevchenko,50,g;R. Alex,66,g;M. Ballack,88,g	Aston Villa	4	S. Maloney,14,g;S. Maloney,44,g;M. Laursen,72,g;G. Barry,90,pen	Stamford Bridge
2007-2008	2007-12-26	Sunderland	0	NULL	Manchester United	4	W. Rooney,20,g;L. Saha,30,g;C. Ronaldo,45,g;L. Saha,86,pen	Stadium of Light
2007-2008	2007-12-26	Tottenham Hotspur	5	R. Keane,27,g;T. Huddlestone,45,g;R. Keane,62,g;T. Huddlestone,71,g;J. Defoe,90,g	Fulham	1	C. Dempsey,60,g	White Hart Lane
2007-2008	2007-12-26	West Ham United	1	N. Solano,42,g	Reading	1	D. Kitson,60,g	Upton Park
