2012-2013|2013-04-20|Fulham|0||Arsenal|1|P. Mertesacker-43-g|Craven Cottage
2012-2013|2013-04-17|Fulham|0||Chelsea|3|D. Luiz-30-g;J. Terry-43-g;J. Terry-71-g|Craven Cottage
2012-2013|2013-04-17|Manchester City|1|C. Tevez-83-g|Wigan Athletic|0||City of Manchester Stadium
2012-2013|2013-04-17|West Ham United|2|R.V. Te-16-g;M. Diame-55-g|Manchester United|2|L.A. Valencia-31-g;R.v. Persie-77-g|Upton Park
2012-2013|2013-04-16|Arsenal|0||Everton|0||Emirates Stadium
2012-2013|2013-04-14|Stoke City|0||Manchester United|2|M. Carrick-4-g;R.v. Persie-66-pen|Britannia Stadium
2012-2013|2013-04-14|Newcastle United|0||Sunderland|3|S. Sessegnon-27-g;A. Johnson-74-g;D. Vaughan-82-g|St. James Park
2012-2013|2013-04-13|Arsenal|3|M. Arteta-85-pen;O. Giroud-88-g;L. Podolski-90-g|Norwich City|1|M. Turner-57-g|Emirates Stadium
2012-2013|2013-04-13|Everton|2|D. Gibson-40-g;V. Anichebe-56-g|Queens Park Rangers|0||Goodison Park
2012-2013|2013-04-13|Aston Villa|1|C. N�Zogbia-55-g|Fulham|1|F. Delph-66-og|Villa Park
2012-2013|2013-04-13|Southampton|1|G. Ramirez-59-g|West Ham United|1|A. Carroll-66-g|St Mary's Stadium
2012-2013|2013-04-13|Reading|0||Liverpool|0||Madejski Stadium
2012-2013|2013-04-08|Manchester United|1|V. Kompany-59-og|Manchester City|2|J. Milner-51-g;S. Ag�ero-78-g|Old Trafford
2012-2013|2013-04-07|Tottenham Hotspur|2|E.S. Adebayor-1-g;G. Sigurdsson-87-g|Everton|2|P. Jagielka-15-g;K. Mirallas-53-g|White Hart Lane
2012-2013|2013-04-07|Chelsea|2|M. Kilgallon-47-og;B. Ivanovic-55-g|Sunderland|1|C. Azpilicueta-45-og|Stamford Bridge
2012-2013|2013-04-07|Liverpool|0||West Ham United|0||Anfield
2012-2013|2013-04-07|Queens Park Rangers|1|L. Remy-85-g|Wigan Athletic|1|S. Maloney-90-g|Loftus Road Stadium
2012-2013|2013-04-07|Newcastle United|1|P. Cisse-90-g|Fulham|0||St. James Park
2012-2013|2013-04-06|Reading|0||Southampton|2|J. Rodriguez-34-g;A. Lallana-72-g|Madejski Stadium
2012-2013|2013-04-06|West Bromwich Albion|1|J. Morrison-71-pen|Arsenal|2|T. Rosicky-20-g;T. Rosicky-50-g|The Hawthorns
2012-2013|2013-04-06|Stoke City|1|M. Kightly-80-g|Aston Villa|3|G. Agbonlahor-9-g;M. Lowton-87-g;C. Benteke-90-g|Britannia Stadium
2012-2013|2013-04-06|Norwich City|2|R. Snodgrass-40-g;M. Turner-60-g|Swansea City|2|Michu-35-g;L. Moore-75-g|Carrow Road
2012-2013|2013-04-01|Fulham|3|D. Berbatov-8-pen;D. Berbatov-22-g;C. Hill-41-og|Queens Park Rangers|2|A. Taarabt-45-g;L. Remy-51-g|Craven Cottage
2012-2013|2013-03-31|Aston Villa|1|C. Benteke-31-g|Liverpool|2|J. Henderson-47-g;S. Gerrard-60-pen|Villa Park
2012-2013|2013-03-30|Southampton|2|J. Rodriguez-23-g;R. Lambert-35-g|Chelsea|1|J. Terry-33-g|St Mary's Stadium
2012-2013|2013-03-30|Swansea City|1|Michu-71-g|Tottenham Hotspur|2|J. Vertonghen-7-g;G. Bale-21-g|The Liberty Stadium
2012-2013|2013-03-30|Sunderland|0||Manchester United|1|T. Bramble-27-og|Stadium of Light
2012-2013|2013-03-30|Manchester City|4|C. Tevez-41-g;D. Silva-45-g;V. Kompany-56-g;J. Perch-69-og|Newcastle United|0||City of Manchester Stadium
2012-2013|2013-03-30|Everton|1|K. Mirallas-28-g|Stoke City|0||Goodison Park
2012-2013|2013-03-30|Wigan Athletic|1|A. Kone-81-g|Norwich City|0||The JJB Stadium
2012-2013|2013-03-30|Arsenal|4|Gervinho-11-g;S. Cazorla-48-g;O. Giroud-67-g;M. Arteta-77-pen|Reading|1|H. Robson-Kanu-68-g|Emirates Stadium
2012-2013|2013-03-30|West Ham United|3|A. Carroll-16-g;G. O�Neil-28-g;A. Carroll-80-g|West Bromwich Albion|1|G. Dorrans-88-pen|Upton Park
2012-2013|2013-03-17|Wigan Athletic|2|J. Beausejour-18-g;A. Kone-90-g|Newcastle United|1|D. Santon-72-g|The JJB Stadium
2012-2013|2013-03-17|Chelsea|2|F. Lampard-19-g;E. Hazard-50-g|West Ham United|0||Stamford Bridge
2012-2013|2013-03-17|Tottenham Hotspur|0||Fulham|1|D. Berbatov-52-g|White Hart Lane
2012-2013|2013-03-17|Sunderland|1|C. Gardner-40-pen|Norwich City|1|W. Hoolahan-26-g|Stadium of Light
2012-2013|2013-03-16|Everton|2|L. Osman-32-g;N. Jelavic-90-g|Manchester City|0||Goodison Park
2012-2013|2013-03-16|Swansea City|0||Arsenal|2|N. Monreal-74-g;Gervinho-90-g|The Liberty Stadium
2012-2013|2013-03-16|Southampton|3|M. Schneiderlin-6-g;R. Lambert-33-g;J. Rodriguez-80-g|Liverpool|1|P. Coutinho-45-g|St Mary's Stadium
2012-2013|2013-03-16|Manchester United|1|W. Rooney-21-g|Reading|0||Old Trafford
2012-2013|2013-03-16|Stoke City|0||West Bromwich Albion|0||Britannia Stadium
2012-2013|2013-03-16|Aston Villa|3|G. Agbonlahor-45-g;A. Weimann-59-g;C. Benteke-81-g|Queens Park Rangers|2|J. Jenas-23-g;A. Townsend-73-g|Villa Park
2012-2013|2013-03-10|Liverpool|3|L. Suarez-21-g;S. Downing-66-g;S. Gerrard-82-pen|Tottenham Hotspur|2|J. Vertonghen-45-g;J. Vertonghen-53-g|Anfield
2012-2013|2013-03-10|Newcastle United|2|Y. Cabaye-72-g;P. Cisse-90-g|Stoke City|1|J. Walters-67-pen|St. James Park
2012-2013|2013-03-09|Norwich City|0||Southampton|0||Carrow Road
2012-2013|2013-03-09|Reading|1|N. Baker-32-og|Aston Villa|2|C. Benteke-33-g;G. Agbonlahor-45-g|Madejski Stadium
2012-2013|2013-03-09|Queens Park Rangers|3|L. Remy-30-g;A. Townsend-70-g;J. Jenas-90-g|Sunderland|1|S. Fletcher-20-g|Loftus Road Stadium
2012-2013|2013-03-09|West Bromwich Albion|2|R. Lukaku-40-g;J.D. Guzman-61-og|Swansea City|1|L. Moore-33-g|The Hawthorns
2012-2013|2013-03-04|Aston Villa|0||Manchester City|1|C. Tevez-45-g|Villa Park
2012-2013|2013-03-03|Tottenham Hotspur|2|G. Bale-37-g;A. Lennon-39-g|Arsenal|1|P. Mertesacker-51-g|White Hart Lane
2012-2013|2013-03-02|Stoke City|0||West Ham United|1|J. Collison-45-g|Britannia Stadium
2012-2013|2013-03-02|Wigan Athletic|0||Liverpool|4|S. Downing-2-g;L. Suarez-18-g;L. Suarez-34-g;L. Suarez-49-g|The JJB Stadium
2012-2013|2013-03-02|Chelsea|1|D. Ba-28-g|West Bromwich Albion|0||Stamford Bridge
2012-2013|2013-03-02|Southampton|1|G. Ramirez-45-g|Queens Park Rangers|2|L. Remy-14-g;J. Bothroyd-77-g|St Mary's Stadium
2012-2013|2013-03-02|Sunderland|2|C. Gardner-37-pen;S. Sessegnon-70-g|Fulham|2|D. Berbatov-16-pen;S. Riether-35-g|Stadium of Light
2012-2013|2013-03-02|Everton|3|M. Fellaini-42-g;S. Pienaar-59-g;K. Mirallas-66-g|Reading|1|H. Robson-Kanu-84-g|Goodison Park
2012-2013|2013-03-02|Manchester United|4|S. Kagawa-45-g;S. Kagawa-76-g;S. Kagawa-87-g;W. Rooney-90-g|Norwich City|0||Old Trafford
2012-2013|2013-03-02|Swansea City|1|L. Moore-85-g|Newcastle United|0||The Liberty Stadium
2012-2013|2013-02-25|West Ham United|2|A. Carroll-25-pen;J. Cole-58-g|Tottenham Hotspur|3|G. Bale-13-g;G. Sigurdsson-76-g;G. Bale-90-g|Upton Park
2012-2013|2013-02-24|Newcastle United|4|M. Sissoko-33-g;P. Cisse-42-g;Y. Cabaye-67-pen;J. Hooiveld-79-og|Southampton|2|M. Schneiderlin-3-g;R. Lambert-50-g|St. James Park
2012-2013|2013-02-24|Manchester City|2|Y. Tour�-63-g;C. Tevez-85-g|Chelsea|0||City of Manchester Stadium
2012-2013|2013-02-23|West Bromwich Albion|2|R. Lukaku-35-pen;R. Lukaku-75-g|Sunderland|1|S. Sessegnon-80-g|The Hawthorns
2012-2013|2013-02-23|Fulham|1|D. Berbatov-45-g|Stoke City|0||Craven Cottage
2012-2013|2013-02-23|Norwich City|2|K. Kamara-84-g;G. Holt-90-g|Everton|1|L. Osman-39-g|Carrow Road
2012-2013|2013-02-23|Reading|0||Wigan Athletic|3|A. Kone-44-g;A. Kone-45-g;M. Figueroa-48-g|Madejski Stadium
2012-2013|2013-02-23|Queens Park Rangers|0||Manchester United|2|R.d. Silva-23-g;R. Giggs-80-g|Loftus Road Stadium
2012-2013|2013-02-23|Arsenal|2|S. Cazorla-6-g;S. Cazorla-85-g|Aston Villa|1|A. Weimann-68-g|Emirates Stadium
2012-2013|2013-02-17|Liverpool|5|S. Gerrard-34-pen;P. Coutinho-46-g;J. Enrique-50-g;L. Suarez-56-g;D. Sturridge-71-pen|Swansea City|0||Anfield
2012-2013|2013-02-11|Liverpool|0||West Bromwich Albion|2|G. McAuley-81-g;R. Lukaku-90-g|Anfield
2012-2013|2013-02-10|Manchester United|2|R. Giggs-13-g;R.v. Persie-45-g|Everton|0||Old Trafford
2012-2013|2013-02-10|Aston Villa|2|C. Benteke-74-pen;C. N�Zogbia-79-g|West Ham United|1|A.R. Westwood-88-og|Villa Park
2012-2013|2013-02-09|Tottenham Hotspur|2|G. Bale-5-g;G. Bale-78-g|Newcastle United|1|Y. Gouffran-24-g|White Hart Lane
2012-2013|2013-02-09|Southampton|3|J. Puncheon-7-g;S. Davis-22-g;G. Barry-48-og|Manchester City|1|E. Dzeko-39-g|St Mary's Stadium
2012-2013|2013-02-09|Stoke City|2|R. Huth-67-g;C. Jerome-81-g|Reading|1|A. Mariappa-83-g|Britannia Stadium
2012-2013|2013-02-09|Swansea City|4|Michu-8-g;A. Rangel-18-g;P. Hernandez-50-g;Michu-67-g|Queens Park Rangers|1|B. Zamora-48-g|The Liberty Stadium
2012-2013|2013-02-09|Norwich City|0||Fulham|0||Carrow Road
2012-2013|2013-02-09|Sunderland|0||Arsenal|1|S. Cazorla-36-g|Stadium of Light
2012-2013|2013-02-09|Chelsea|4|Ramires-23-g;E. Hazard-56-g;F. Lampard-87-g;M. Marin-90-g|Wigan Athletic|1|S. Maloney-58-g|Stamford Bridge
2012-2013|2013-02-03|Manchester City|2|E. Dzeko-23-g;S. Ag�ero-78-g|Liverpool|2|D. Sturridge-29-g;S. Gerrard-73-g|City of Manchester Stadium
2012-2013|2013-02-03|West Bromwich Albion|0||Tottenham Hotspur|1|G. Bale-67-g|The Hawthorns
2012-2013|2013-02-02|Wigan Athletic|2|G. Caldwell-25-g;S. Maloney-90-g|Southampton|2|R. Lambert-64-g;M. Schneiderlin-85-g|The JJB Stadium
2012-2013|2013-02-02|Fulham|0||Manchester United|1|W. Rooney-79-g|Craven Cottage
2012-2013|2013-02-02|Queens Park Rangers|0||Norwich City|0||Loftus Road Stadium
2012-2013|2013-02-02|Reading|2|J. Kebe-7-g;J. Kebe-85-g|Sunderland|1|C. Gardner-29-pen|Madejski Stadium
2012-2013|2013-02-02|Everton|3|V. Anichebe-21-g;M. Fellaini-69-g;M. Fellaini-90-g|Aston Villa|3|C. Benteke-2-g;G. Agbonlahor-24-g;C. Benteke-61-g|Goodison Park
2012-2013|2013-02-02|Newcastle United|3|J. Guti�rrez-41-g;M. Sissoko-68-g;M. Sissoko-90-g|Chelsea|2|F. Lampard-55-g;J. Mata-61-g|St. James Park
2012-2013|2013-02-02|Arsenal|1|L. Podolski-78-g|Stoke City|0||Emirates Stadium
2012-2013|2013-02-02|West Ham United|1|A. Carroll-77-g|Swansea City|0||Upton Park
2012-2013|2013-01-30|Norwich City|1|W. Hoolahan-33-g|Tottenham Hotspur|1|G. Bale-80-g|Carrow Road
2012-2013|2013-01-30|Fulham|3|D. Berbatov-10-g;H. Rodallega-49-g;J. O�Brien-90-og|West Ham United|1|K. Nolan-48-g|Craven Cottage
2012-2013|2013-01-30|Manchester United|2|W. Rooney-8-g;W. Rooney-27-g|Southampton|1|J. Rodriguez-3-g|Old Trafford
2012-2013|2013-01-30|Arsenal|2|O. Giroud-65-g;T. Walcott-67-g|Liverpool|2|L. Suarez-5-g;J. Henderson-60-g|Emirates Stadium
2012-2013|2013-01-30|Reading|2|A.L. Fondre-87-g;A.L. Fondre-90-g|Chelsea|2|J. Mata-45-g;F. Lampard-66-g|Madejski Stadium
2012-2013|2013-01-30|Everton|2|L. Baines-29-g;L. Baines-45-pen|West Bromwich Albion|1|S. Long-65-g|Goodison Park
2012-2013|2013-01-29|Queens Park Rangers|0||Manchester City|0||Loftus Road Stadium
2012-2013|2013-01-29|Sunderland|0||Swansea City|0||Stadium of Light
2012-2013|2013-01-29|Stoke City|2|R. Shawcross-23-g;P. Crouch-48-g|Wigan Athletic|2|J. McArthur-50-g;F.D. Santo-61-g|Britannia Stadium
2012-2013|2013-01-29|Aston Villa|1|C. Benteke-49-pen|Newcastle United|2|P. Cisse-19-g;Y. Cabaye-31-g|Villa Park
2012-2013|2013-01-23|Arsenal|5|L. Podolski-22-g;O. Giroud-47-g;S. Cazorla-53-g;T. Walcott-54-g;O. Giroud-57-g|West Ham United|1|J. Collison-18-g|Emirates Stadium
2012-2013|2013-01-21|Southampton|0||Everton|0||St Mary's Stadium
2012-2013|2013-01-20|Tottenham Hotspur|1|C. Dempsey-90-g|Manchester United|1|R.v. Persie-25-g|White Hart Lane
2012-2013|2013-01-20|Chelsea|2|J. Mata-6-g;F. Lampard-16-pen|Arsenal|1|T. Walcott-58-g|Stamford Bridge
2012-2013|2013-01-19|Liverpool|5|J. Henderson-26-g;L. Suarez-37-g;D. Sturridge-59-g;S. Gerrard-66-g;R. Bennett-74-og|Norwich City|0||Anfield
2012-2013|2013-01-19|West Bromwich Albion|2|C. Brunt-49-g;P. Odemwingie-83-g|Aston Villa|2|C. Benteke-12-g;G. Agbonlahor-31-g|The Hawthorns
2012-2013|2013-01-19|Wigan Athletic|2|D. Vaughan-5-og;A. Henriquez-79-g|Sunderland|3|C. Gardner-17-pen;S. Fletcher-20-g;S. Fletcher-42-g|The JJB Stadium
2012-2013|2013-01-19|Swansea City|3|B. Davies-49-g;J.D. Guzman-57-g;J.D. Guzman-80-g|Stoke City|1|M. Owen-90-g|The Liberty Stadium
2012-2013|2013-01-19|Manchester City|2|D. Silva-2-g;D. Silva-69-g|Fulham|0||City of Manchester Stadium
2012-2013|2013-01-19|West Ham United|1|J. Cole-68-g|Queens Park Rangers|1|L. Remy-14-g|Upton Park
2012-2013|2013-01-19|Newcastle United|1|Y. Cabaye-36-g|Reading|2|A.L. Fondre-71-g;A.L. Fondre-78-g|St. James Park
2012-2013|2013-01-16|Chelsea|2|D. Ba-25-g;E. Hazard-45-g|Southampton|2|R. Lambert-58-g;J. Puncheon-75-g|Stamford Bridge
2012-2013|2013-01-13|Manchester United|2|R.v. Persie-19-g;N. Vidic-54-g|Liverpool|1|D. Sturridge-57-g|Old Trafford
2012-2013|2013-01-13|Arsenal|0||Manchester City|2|J. Milner-21-g;E. Dzeko-32-g|Emirates Stadium
2012-2013|2013-01-12|Sunderland|3|S. Larsson-12-g;A. Johnson-47-g;J. McClean-74-g|West Ham United|0||Stadium of Light
2012-2013|2013-01-12|Queens Park Rangers|0||Tottenham Hotspur|0||Loftus Road Stadium
2012-2013|2013-01-12|Reading|3|J. Kebe-82-g;A.L. Fondre-88-pen;P. Pogrebnyak-90-g|West Bromwich Albion|2|R. Lukaku-19-g;R. Lukaku-69-g|Madejski Stadium
2012-2013|2013-01-12|Fulham|1|G. Karagounis-22-g|Wigan Athletic|1|F.D. Santo-71-g|Craven Cottage
2012-2013|2013-01-12|Norwich City|0||Newcastle United|0||Carrow Road
2012-2013|2013-01-12|Aston Villa|0||Southampton|1|R. Lambert-35-pen|Villa Park
2012-2013|2013-01-12|Stoke City|0||Chelsea|4|J. Walters-45-og;J. Walters-63-og;F. Lampard-66-pen;E. Hazard-73-g|Britannia Stadium
2012-2013|2013-01-12|Everton|0||Swansea City|0||Goodison Park
2012-2013|2013-01-02|Newcastle United|1|P. Cisse-2-g|Everton|2|L. Baines-43-g;V. Anichebe-60-g|St. James Park
2012-2013|2013-01-02|Liverpool|3|R. Sterling-19-g;L. Suarez-26-g;L. Suarez-53-g|Sunderland|0||Anfield
2012-2013|2013-01-02|Chelsea|0||Queens Park Rangers|1|S.W. Phillips-78-g|Stamford Bridge
2012-2013|2013-01-01|Swansea City|2|W. Routledge-9-g;D. Graham-90-g|Aston Villa|2|A. Weimann-44-g;C. Benteke-84-pen|The Liberty Stadium
2012-2013|2013-01-01|Tottenham Hotspur|3|M. Dawson-10-g;E.S. Adebayor-51-g;C. Dempsey-79-g|Reading|1|P. Pogrebnyak-5-g|White Hart Lane
2012-2013|2013-01-01|Manchester City|3|P. Zabaleta-43-g;E. Dzeko-56-g;S. Ag�ero-74-pen|Stoke City|0||City of Manchester Stadium
2012-2013|2013-01-01|West Bromwich Albion|1|R. Lukaku-49-g|Fulham|2|D. Berbatov-39-g;A. Kacaniklic-58-g|The Hawthorns
2012-2013|2013-01-01|Southampton|1|G. Ramirez-34-g|Arsenal|1|G.D. Prado-41-og|St Mary's Stadium
2012-2013|2013-01-01|West Ham United|2|M. Noble-3-pen;J. O�Brien-26-g|Norwich City|1|R. Martin-89-g|Upton Park
2012-2013|2013-01-01|Wigan Athletic|0||Manchester United|4|J. Hernandez-35-g;R.v. Persie-43-g;J. Hernandez-63-g;R.v. Persie-88-g|The JJB Stadium
2012-2013|2012-12-30|Queens Park Rangers|0||Liverpool|3|L. Suarez-10-g;L. Suarez-16-g;D. Agger-28-g|Loftus Road Stadium
2012-2013|2012-12-30|Everton|1|S. Pienaar-2-g|Chelsea|2|F. Lampard-42-g;F. Lampard-72-g|Goodison Park
2012-2013|2012-12-29|Reading|1|P. Pogrebnyak-5-g|West Ham United|0||Madejski Stadium
2012-2013|2012-12-29|Aston Villa|0||Wigan Athletic|3|I. Ramis-3-g;E. Boyce-52-g;A. Kone-56-g|Villa Park
2012-2013|2012-12-29|Fulham|1|B. Ruiz-56-g|Swansea City|2|D. Graham-19-g;J.D. Guzman-52-g|Craven Cottage
2012-2013|2012-12-29|Arsenal|7|T. Walcott-20-g;A Oxlade-Chamberlain-51-g;L. Podolski-64-g;T. Walcott-73-g;O. Giroud-85-g;O. Giroud-87-g;T. Walcott-90-g|Newcastle United|3|D. Ba-43-g;S. Marveaux-59-g;D. Ba-69-g|Emirates Stadium
2012-2013|2012-12-29|Norwich City|3|A. Pilkington-14-g;R. Martin-63-g;R. Martin-75-g|Manchester City|4|E. Dzeko-2-g;E. Dzeko-5-g;S. Ag�ero-50-g;M. Bunn-67-og|Carrow Road
2012-2013|2012-12-29|Sunderland|1|J. O�Shea-40-g|Tottenham Hotspur|2|C. Cuellar-48-og;A. Lennon-51-g|Stadium of Light
2012-2013|2012-12-29|Stoke City|3|K. Jones-16-g;M. Upson-67-g;C. Jerome-90-g|Southampton|3|R. Lambert-10-g;J. Rodriguez-24-g;A. Wilkinson-36-og|Britannia Stadium
2012-2013|2012-12-29|Manchester United|2|G. McAuley-9-og;R.v. Persie-90-g|West Bromwich Albion|0||Old Trafford
2012-2013|2012-12-26|Norwich City|0||Chelsea|1|J. Mata-38-g|Carrow Road
2012-2013|2012-12-26|Stoke City|3|J. Walters-5-g;K. Jones-12-g;J. Walters-49-g|Liverpool|1|S. Gerrard-2-pen|Britannia Stadium
2012-2013|2012-12-26|Aston Villa|0||Tottenham Hotspur|4|J. Defoe-58-g;G. Bale-61-g;G. Bale-73-g;G. Bale-84-g|Villa Park
2012-2013|2012-12-26|Queens Park Rangers|1|D. Cisse-68-g|West Bromwich Albion|2|C. Brunt-29-g;R. Green-49-og|Loftus Road Stadium
2012-2013|2012-12-26|Reading|0||Swansea City|0||Madejski Stadium
2012-2013|2012-12-26|Sunderland|1|A. Johnson-53-g|Manchester City|0||Stadium of Light
2012-2013|2012-12-26|Everton|2|L. Osman-52-g;P. Jagielka-77-g|Wigan Athletic|1|A. Kone-82-g|Goodison Park
