2008-2009|2009-05-10|Manchester United|2|C. Ronaldo-18-g;C.A. Tevez-45-g|Manchester City|0||Old Trafford
2008-2009|2009-05-10|Arsenal|1|N. Bendtner-70-g|Chelsea|4|R. Alex-28-g;N. Anelka-39-g;K. Toure-49-og;F. Malouda-86-g|Emirates Stadium
2008-2009|2009-05-09|Fulham|3|D. Murphy-6-pen;D. Kamara-46-g;D. Kamara-60-g|Aston Villa|1|A. Young-14-g|Craven Cottage
2008-2009|2009-05-09|Bolton Wanderers|0||Sunderland|0||Reebok Stadium
2008-2009|2009-05-09|Blackburn Rovers|2|M.G. Pedersen-31-g;B. McCarthy-58-pen|Portsmouth|0||Ewood Park
2008-2009|2009-05-09|West Bromwich Albion|3|M. Fortun�-8-g;C. Brunt-59-g;M. Fortun�-73-g|Wigan Athletic|1|H.R. Martinez-17-g|The Hawthorns
2008-2009|2009-05-09|Everton|0||Tottenham Hotspur|0||Goodison Park
2008-2009|2009-05-09|Hull City|1|A. Dawson-95-g|Stoke City|2|R. Fuller-41-g;L. Lawrence-73-g|KC Stadium
2008-2009|2009-05-09|West Ham United|0||Liverpool|3|S. Gerrard-2-g;S. Gerrard-38-g;R. Babel-84-g|Upton Park
2008-2009|2009-05-04|Aston Villa|1|J. Carew-34-g|Hull City|0||Villa Park
2008-2009|2009-05-03|Sunderland|0||Everton|2|S. Pienaar-48-g;M. Fellaini-71-g|Stadium of Light
2008-2009|2009-05-03|Liverpool|3|Y. Benayoun-22-g;D. Kuyt-28-g;L. Leiva-87-g|Newcastle United|0||Anfield
2008-2009|2009-05-02|Middlesboro|0||Manchester United|2|R. Giggs-25-g;J. Park-51-g|Riverside Stadium
2008-2009|2009-05-02|Wigan Athletic|0||Bolton Wanderers|0||The JJB Stadium
2008-2009|2009-05-02|Portsmouth|0||Arsenal|3|N. Bendtner-13-g;N. Bendtner-41-pen;C.A. Vela-56-g|Fratton Park
2008-2009|2009-05-02|Stoke City|0||West Ham United|1|D. Tristan-33-g|Britannia Stadium
2008-2009|2009-05-02|Chelsea|3|N. Anelka-1-g;F. Malouda-10-g;D. Drogba-53-g|Fulham|1|E. Nevland-4-g|Stamford Bridge
2008-2009|2009-05-02|Manchester City|3|F. Caicedo-26-g;Robinho-34-g;B. Elano-45-pen|Blackburn Rovers|1|K. Andrews-66-g|City of Manchester Stadium
2008-2009|2009-05-02|Tottenham Hotspur|1|J. Jenas-43-g|West Bromwich Albion|0||White Hart Lane
2008-2009|2009-04-27|Newcastle United|0||Portsmouth|0||St. James Park
2008-2009|2009-04-26|Arsenal|2|C. Fabregas-26-g;C. Fabregas-67-g|Middlesboro|0||Emirates Stadium
2008-2009|2009-04-26|Blackburn Rovers|2|B. McCarthy-45-g;R. Nelsen-60-g|Wigan Athletic|0||Ewood Park
2008-2009|2009-04-25|West Bromwich Albion|3|J. Olsson-40-g;C. Brunt-58-g;J.C. Menseguez-88-g|Sunderland|0||The Hawthorns
2008-2009|2009-04-25|Manchester United|5|C. Ronaldo-57-pen;W. Rooney-67-g;C. Ronaldo-68-g;W. Rooney-71-g;D. Berbatov-79-g|Tottenham Hotspur|2|D. Bent-29-g;L. Modric-32-g|Old Trafford
2008-2009|2009-04-25|Hull City|1|D.M. Geovanni-72-g|Liverpool|3|X. Alonso-45-g;D. Kuyt-63-g;D. Kuyt-89-g|KC Stadium
2008-2009|2009-04-25|Everton|1|D. Gosling-90-g|Manchester City|2|Robinho-35-g;S. Ireland-64-g|Goodison Park
2008-2009|2009-04-25|Bolton Wanderers|1|T. Cohen-60-g|Aston Villa|1|A. Young-43-g|Reebok Stadium
2008-2009|2009-04-25|West Ham United|0||Chelsea|1|S. Kalou-55-g|Upton Park
2008-2009|2009-04-25|Fulham|1|E. Nevland-29-g|Stoke City|0||Craven Cottage
2008-2009|2009-04-22|Chelsea|0||Everton|0||Stamford Bridge
2008-2009|2009-04-22|Manchester United|2|W. Rooney-9-g;M. Carrick-82-g|Portsmouth|0||Old Trafford
2008-2009|2009-04-21|Liverpool|4|F. Torres-49-g;Y. Benayoun-56-g;F. Torres-72-g;Y. Benayoun-93-g|Arsenal|4|A. Arshavin-36-g;A. Arshavin-67-g;A. Arshavin-70-g;A. Arshavin-90-g|Anfield
2008-2009|2009-04-19|Tottenham Hotspur|1|D. Bent-24-g|Newcastle United|0||White Hart Lane
2008-2009|2009-04-19|Manchester City|4|Robinho-8-g;N. Onuoha-21-g;B. Elano-56-pen;D. Sturridge-90-g|West Bromwich Albion|2|C. Brunt-37-g;C. Brunt-54-g|City of Manchester Stadium
2008-2009|2009-04-18|Portsmouth|1|N. Kanu-78-g|Bolton Wanderers|0||Fratton Park
2008-2009|2009-04-18|Aston Villa|1|E. Heskey-11-g|West Ham United|1|D. Tristan-85-g|Villa Park
2008-2009|2009-04-18|Stoke City|1|L. Lawrence-75-g|Blackburn Rovers|0||Britannia Stadium
2008-2009|2009-04-18|Middlesboro|0||Fulham|0||Riverside Stadium
2008-2009|2009-04-18|Sunderland|1|D. Cisse-45-g|Hull City|0||Stadium of Light
2008-2009|2009-04-12|Aston Villa|3|J. Carew-33-g;J. Milner-55-g;G. Barry-66-pen|Everton|3|M. Fellaini-19-g;T. Cahill-23-g;S. Pienaar-53-g|Villa Park
2008-2009|2009-04-12|Manchester City|1|S. Ireland-28-g|Fulham|3|C. Dempsey-50-g;D. Etuhu-59-g;C. Dempsey-83-g|City of Manchester Stadium
2008-2009|2009-04-11|Liverpool|4|F. Torres-5-g;F. Torres-33-g;D. Agger-83-g;D. N`Gog-90-g|Blackburn Rovers|0||Anfield
2008-2009|2009-04-11|Portsmouth|2|Y. Kaboul-33-g;N. Kranjcar-65-g|West Bromwich Albion|2|J. Greening-48-g;C. Brunt-62-g|Fratton Park
2008-2009|2009-04-11|Middlesboro|3|T. Sanli-3-g;M. Bates-29-g;M. King-90-g|Hull City|1|M.A. Manucho-9-g|Riverside Stadium
2008-2009|2009-04-11|Sunderland|1|K. Jones-55-g|Manchester United|2|P. Scholes-19-g;F. Macheda-76-g|Stadium of Light
2008-2009|2009-04-11|Wigan Athletic|1|Mido-18-g|Arsenal|4|T. Walcott-61-g;M. Silvestre-71-g;A. Arshavin-90-g;A.S. Billong-91-g|The JJB Stadium
2008-2009|2009-04-11|Tottenham Hotspur|1|R. Pavlyuchenko-65-g|West Ham United|0||White Hart Lane
2008-2009|2009-04-11|Stoke City|1|A. Faye-33-g|Newcastle United|1|A. Carroll-81-g|Britannia Stadium
2008-2009|2009-04-11|Chelsea|4|M. Ballack-40-g;D. Drogba-48-g;F. Lampard-60-pen;D. Drogba-63-g|Bolton Wanderers|3|A. O'Brien-70-g;C. Basham-74-g;M. Taylor-78-g|Stamford Bridge
2008-2009|2009-04-05|Manchester United|3|C. Ronaldo-14-g;C. Ronaldo-80-g;F. Macheda-93-g|Aston Villa|2|J. Carew-30-g;G. Agbonlahor-58-g|Old Trafford
2008-2009|2009-04-05|Everton|4|J.A.d.A.S. Jo-26-g;M. Fellaini-47-g;J.A.d.A.S. Jo-51-g;L. Osman-61-g|Wigan Athletic|0||Goodison Park
2008-2009|2009-04-04|Fulham|0||Liverpool|1|Y. Benayoun-93-g|Craven Cottage
2008-2009|2009-04-04|Hull City|0||Portsmouth|0||Reebok Stadium
2008-2009|2009-04-04|Arsenal|2|E.S. Adebayor-8-g;E.S. Adebayor-49-g|Manchester City|0||Emirates Stadium
2008-2009|2009-04-04|Bolton Wanderers|4|K. Davies-8-g;G. Cahill-44-g;M. Taylor-78-g;R. Gardner-84-g|Middlesboro|1|G. O'Neil-38-g|Reebok Stadium
2008-2009|2009-04-04|West Bromwich Albion|0||Stoke City|2|R. Fuller-2-g;J. Beattie-49-g|The Hawthorns
2008-2009|2009-04-04|Newcastle United|0||Chelsea|2|F. Lampard-56-g;F. Malouda-65-g|St. James Park
2008-2009|2009-04-04|West Ham United|2|J. Stanislas-42-g;J. Tomkins-53-g|Sunderland|0||Upton Park
2008-2009|2009-04-04|Blackburn Rovers|2|B. McCarthy-82-g;A. Ooijer-89-g|Tottenham Hotspur|1|R. Keane-30-pen|Ewood Park
2008-2009|2009-03-22|Liverpool|5|D. Kuyt-8-g;A. Riera-33-g;S. Gerrard-39-pen;S. Gerrard-50-g;S. Gerrard-65-pen|Aston Villa|0||Anfield
2008-2009|2009-03-22|Manchester City|1|M. Richards-56-g|Sunderland|0||City of Manchester Stadium
2008-2009|2009-03-22|Wigan Athletic|1|B. Watson-84-g|Hull City|0||The JJB Stadium
2008-2009|2009-03-21|Stoke City|1|R. Shawcross-84-g|Middlesboro|0||Britannia Stadium
2008-2009|2009-03-21|Fulham|2|D. Murphy-18-pen;Z. Gera-87-g|Manchester United|0||Craven Cottage
2008-2009|2009-03-21|West Bromwich Albion|1|R. Koren-82-g|Bolton Wanderers|1|M. Taylor-67-g|The Hawthorns
2008-2009|2009-03-21|Blackburn Rovers|1|K. Andrews-51-g|West Ham United|1|M. Noble-35-g|Ewood Park
2008-2009|2009-03-21|Newcastle United|1|O. Martins-58-g|Arsenal|3|N. Bendtner-57-g;A. Diaby-64-g;S. Nasri-67-g|St. James Park
2008-2009|2009-03-21|Tottenham Hotspur|1|L. Modric-50-g|Chelsea|0||White Hart Lane
2008-2009|2009-03-21|Portsmouth|2|P. Crouch-22-g;P. Crouch-75-g|Everton|1|L. Baines-4-g|Fratton Park
2008-2009|2009-03-16|West Ham United|0||West Bromwich Albion|0||Upton Park
2008-2009|2009-03-15|Chelsea|1|M. Essien-18-g|Manchester City|0||Stamford Bridge
2008-2009|2009-03-15|Aston Villa|1|J. Carew-85-g|Tottenham Hotspur|2|J. Jenas-5-g;D. Bent-50-g|Villa Park
2008-2009|2009-03-14|Arsenal|4|A. Ooijer-2-pen;A. Arshavin-65-g;E. Eboue-87-g;E. Eboue-90-pen|Blackburn Rovers|0||Emirates Stadium
2008-2009|2009-03-14|Everton|3|J.A.d.A.S. Jo-18-g;J. Lescott-24-g;M. Fellaini-90-g|Stoke City|1|R. Shawcross-52-g|Goodison Park
2008-2009|2009-03-14|Manchester United|1|C. Ronaldo-23-pen|Liverpool|4|F. Torres-28-g;S. Gerrard-44-pen;F. Aurelio-77-g;A. Dossena-91-g|Old Trafford
2008-2009|2009-03-14|Hull City|1|D.M. Geovanni-9-g|Newcastle United|1|S. Taylor-38-g|KC Stadium
2008-2009|2009-03-14|Middlesboro|1|M. King-90-g|Portsmouth|1|P. Crouch-30-g|Riverside Stadium
2008-2009|2009-03-14|Sunderland|1|G. Leadbitter-41-g|Wigan Athletic|2|B. Watson-12-g;C. N�Zogbia-45-g|Stadium of Light
2008-2009|2009-03-14|Bolton Wanderers|1|K. Davies-45-g|Fulham|3|A. Johnson-42-g;S. Davies-55-g;D. Kamara-88-g|Reebok Stadium
2008-2009|2009-03-11|Fulham|1|C. Dempsey-2-g|Blackburn Rovers|2|E. H. Diouf-69-g;J. Roberts-85-g|Craven Cottage
2008-2009|2009-03-07|Sunderland|1|K. Richardson-3-g|Tottenham Hotspur|1|R. Keane-89-g|Stadium of Light
2008-2009|2009-03-04|Blackburn Rovers|0||Everton|0||Ewood Park
2008-2009|2009-03-04|Tottenham Hotspur|4|R. Keane-9-g;R. Pavlyuchenko-14-g;A. Lennon-40-g;A. Lennon-79-g|Middlesboro|0||White Hart Lane
2008-2009|2009-03-04|Fulham|0||Hull City|1|M.A. Manucho-90-g|Craven Cottage
2008-2009|2009-03-04|Wigan Athletic|0||West Ham United|1|C. Cole-34-g|The JJB Stadium
2008-2009|2009-03-04|Stoke City|2|J. Beattie-14-g;R. Fuller-73-g|Bolton Wanderers|0||Britannia Stadium
2008-2009|2009-03-04|Newcastle United|1|P. L�venkrands-9-g|Manchester United|2|W. Rooney-20-g;D. Berbatov-56-g|St. James Park
2008-2009|2009-03-04|Manchester City|2|B. Elano-24-pen;S.W. Phillips-89-g|Aston Villa|0||City of Manchester Stadium
2008-2009|2009-03-03|Liverpool|2|D. N`Gog-52-g;Y. Benayoun-65-g|Sunderland|0||Anfield
2008-2009|2009-03-03|West Bromwich Albion|1|C. Brunt-7-g|Arsenal|3|N. Bendtner-4-g;K. Toure-38-g;N. Bendtner-44-g|The Hawthorns
2008-2009|2009-03-03|Portsmouth|0||Chelsea|1|D. Drogba-79-g|Fratton Park
2008-2009|2009-03-01|Bolton Wanderers|1|R. Gardner-47-g|Newcastle United|0||Reebok Stadium
2008-2009|2009-03-01|Aston Villa|2|S. Petrov-45-g;J. Carew-79-g|Stoke City|2|R. Shawcross-87-g;G. Whelan-90-g|Villa Park
2008-2009|2009-03-01|West Ham United|1|J. Collison-71-g|Manchester City|0||Upton Park
2008-2009|2009-03-01|Hull City|1|I. Ashbee-79-g|Blackburn Rovers|2|S. Warnock-34-g;K. Andrews-36-g|KC Stadium
2008-2009|2009-02-28|Arsenal|0||Fulham|0||Emirates Stadium
2008-2009|2009-02-28|Middlesboro|2|X. Alonso-32-og;T. Sanli-63-g|Liverpool|0||Riverside Stadium
2008-2009|2009-02-28|Chelsea|2|J. Terry-25-g;F. Lampard-91-g|Wigan Athletic|1|O. Kapo-82-g|Stamford Bridge
2008-2009|2009-02-28|Everton|2|T. Cahill-36-g;L. Saha-70-g|West Bromwich Albion|0||Goodison Park
2008-2009|2009-02-22|Hull City|1|M. Turner-27-g|Tottenham Hotspur|2|A. Lennon-17-g;J. Woodgate-86-g|KC Stadium
2008-2009|2009-02-22|Newcastle United|0||Everton|0||St. James Park
2008-2009|2009-02-22|Fulham|2|B. Zamora-61-g;A. Johnson-72-g|West Bromwich Albion|0||Craven Cottage
2008-2009|2009-02-22|Liverpool|1|D. Kuyt-78-g|Manchester City|1|A. Arbeloa-51-og|Anfield
2008-2009|2009-02-21|Aston Villa|0||Chelsea|1|N. Anelka-19-g|Villa Park
2008-2009|2009-02-21|Arsenal|0||Sunderland|0||Emirates Stadium
2008-2009|2009-02-21|Manchester United|2|W. Rooney-23-g;C. Ronaldo-60-g|Blackburn Rovers|1|R.S. Cruz-32-g|Old Trafford
2008-2009|2009-02-21|Middlesboro|0||Wigan Athletic|0||Riverside Stadium
2008-2009|2009-02-21|Stoke City|2|J. Beattie-78-pen;J. Beattie-80-g|Portsmouth|2|N. Kranjcar-75-g;R. Shawcross-90-og|Britannia Stadium
2008-2009|2009-02-21|Bolton Wanderers|2|M. Taylor-9-g;K. Davies-11-g|West Ham United|1|S. Parker-66-g|Reebok Stadium
2008-2009|2009-02-18|Manchester United|3|P. Scholes-12-g;D. Berbatov-30-g;W. Rooney-63-g|Fulham|0||Old Trafford
2008-2009|2009-02-14|Portsmouth|2|G. Johnson-70-g;H. Hreidarsson-75-g|Manchester City|0||Fratton Park
2008-2009|2009-02-08|West Ham United|0||Manchester United|1|R. Giggs-62-g|Upton Park
2008-2009|2009-02-08|Tottenham Hotspur|0||Arsenal|0||White Hart Lane
2008-2009|2009-02-07|Portsmouth|2|D. Nugent-62-g;H. Hreidarsson-78-g|Liverpool|3|F. Aurelio-69-g;D. Kuyt-85-g;F. Torres-90-g|Fratton Park
2008-2009|2009-02-07|Sunderland|2|K. Jones-78-g;D. Healy-90-g|Stoke City|0||Stadium of Light
2008-2009|2009-02-07|West Bromwich Albion|2|M. Fortun�-4-g;M. Fortun�-73-g|Newcastle United|3|D. Duff-2-g;P. L�venkrands-9-g;S. Taylor-41-g|The Hawthorns
2008-2009|2009-02-07|Wigan Athletic|0||Fulham|0||The JJB Stadium
2008-2009|2009-02-07|Blackburn Rovers|0||Aston Villa|2|J. Milner-27-g;G. Agbonlahor-90-g|Ewood Park
2008-2009|2009-02-07|Chelsea|0||Hull City|0||Stamford Bridge
2008-2009|2009-02-07|Manchester City|1|C. Bellamy-52-g|Middlesboro|0||City of Manchester Stadium
2008-2009|2009-02-07|Everton|3|M. Arteta-40-pen;J.A.d.A.S. Jo-49-g;J.A.d.A.S. Jo-90-pen|Bolton Wanderers|0||Goodison Park
2008-2009|2009-02-01|Newcastle United|1|S. Ameobi-68-pen|Sunderland|1|D. Cisse-33-g|St. James Park
2008-2009|2009-02-01|Liverpool|2|F. Torres-89-g;F. Torres-90-g|Chelsea|0||Anfield
2008-2009|2009-01-31|Stoke City|1|J. Beattie-45-g|Manchester City|0||Britannia Stadium
2008-2009|2009-01-31|Manchester United|1|C. Ronaldo-44-g|Everton|0||Old Trafford
2008-2009|2009-01-31|Middlesboro|0||Blackburn Rovers|0||Riverside Stadium
2008-2009|2009-01-31|Aston Villa|0||Wigan Athletic|0||Villa Park
2008-2009|2009-01-31|Hull City|2|B. Mendy-44-g;C. Fagan-69-g|West Bromwich Albion|2|J. Simpson-53-g;C. Brunt-73-pen|KC Stadium
2008-2009|2009-01-31|Arsenal|0||West Ham United|0||Emirates Stadium
2008-2009|2009-01-31|Bolton Wanderers|3|S. Puygrenier-31-g;K. Davies-63-g;K. Davies-87-g|Tottenham Hotspur|2|D. Bent-73-g;D. Bent-75-g|Reebok Stadium
2008-2009|2009-01-31|Fulham|3|A. Johnson-14-g;E. Nevland-71-g;E. Nevland-80-g|Portsmouth|1|D. Nugent-84-g|Craven Cottage
2008-2009|2009-01-28|Manchester City|2|S.W. Phillips-17-g;C. Bellamy-77-g|Newcastle United|1|A. Carroll-81-g|City of Manchester Stadium
2008-2009|2009-01-28|West Ham United|2|D.D. Michele-33-g;C. Cole-51-g|Hull City|0||Upton Park
2008-2009|2009-01-28|Everton|1|T. Cahill-61-g|Arsenal|1|R.v. Persie-90-g|Goodison Park
2008-2009|2009-01-28|Wigan Athletic|1|Mido-83-pen|Liverpool|1|Y. Benayoun-41-g|The JJB Stadium
2008-2009|2009-01-28|Chelsea|2|S. Kalou-58-g;S. Kalou-80-g|Middlesboro|0||Stamford Bridge
2008-2009|2009-01-28|Blackburn Rovers|2|S. Warnock-66-g;B. McCarthy-87-g|Bolton Wanderers|2|M. Taylor-15-g;K. Davies-35-g|Ewood Park
2008-2009|2009-01-27|Portsmouth|0||Aston Villa|1|E. Heskey-21-g|Fratton Park
2008-2009|2009-01-27|Tottenham Hotspur|3|A. Lennon-8-g;J. Defoe-21-g;M. Dawson-25-g|Stoke City|1|J. Beattie-57-g|White Hart Lane
2008-2009|2009-01-27|West Bromwich Albion|0||Manchester United|5|D. Berbatov-22-g;C.A. Tevez-44-g;N. Vidic-60-g;C. Ronaldo-65-g;C. Ronaldo-73-g|The Hawthorns
2008-2009|2009-01-27|Sunderland|1|K. Jones-55-g|Fulham|0||Stadium of Light
2008-2009|2009-01-19|Liverpool|1|S. Gerrard-68-g|Everton|1|T. Cahill-87-g|Anfield
2008-2009|2009-01-18|Tottenham Hotspur|1|J. Defoe-70-g|Portsmouth|1|D. Nugent-59-g|White Hart Lane
2008-2009|2009-01-18|West Ham United|3|D.D. Michele-7-g;M. Noble-60-pen;C. Cole-76-g|Fulham|1|P. Konchesky-23-g|Upton Park
2008-2009|2009-01-17|Bolton Wanderers|0||Manchester United|1|D. Berbatov-90-g|Reebok Stadium
2008-2009|2009-01-17|Sunderland|1|D. Collins-11-g|Aston Villa|2|J. Milner-63-g;G. Barry-80-pen|Stadium of Light
2008-2009|2009-01-17|Hull City|1|D. Cousin-65-g|Arsenal|3|E.S. Adebayor-30-g;S. Nasri-82-g;N. Bendtner-87-g|KC Stadium
2008-2009|2009-01-17|Manchester City|1|P.J. Zabaleta-53-g|Wigan Athletic|0||City of Manchester Stadium
2008-2009|2009-01-17|Blackburn Rovers|3|B. McCarthy-61-pen;J. Roberts-62-g;J. Roberts-86-g|Newcastle United|0||Ewood Park
2008-2009|2009-01-17|Chelsea|2|J. Belletti-89-g;F. Lampard-90-g|Stoke City|1|R. Delap-60-g|Stamford Bridge
2008-2009|2009-01-17|West Bromwich Albion|3|C. Brunt-4-g;R. Koren-54-g;R. Koren-67-g|Middlesboro|0||The Hawthorns
2008-2009|2009-01-14|Manchester United|1|W. Rooney-1-g|Wigan Athletic|0||Old Trafford
2008-2009|2009-01-11|Wigan Athletic|1|M. Figueroa-90-g|Tottenham Hotspur|0||The JJB Stadium
2008-2009|2009-01-11|Manchester United|3|N. Vidic-45-g;W. Rooney-63-g;D. Berbatov-87-g|Chelsea|0||Old Trafford
2008-2009|2009-01-10|Arsenal|1|N. Bendtner-84-g|Bolton Wanderers|0||Emirates Stadium
2008-2009|2009-01-10|Middlesboro|1|A. Alves-45-g|Sunderland|1|K. Jones-82-g|Riverside Stadium
2008-2009|2009-01-10|Stoke City|0||Liverpool|0||Britannia Stadium
2008-2009|2009-01-10|Aston Villa|2|C. Davies-18-g;S. Carson-41-og|West Bromwich Albion|1|J. Morrison-49-g|Villa Park
2008-2009|2009-01-10|Newcastle United|2|M. Owen-19-g;A. Carroll-78-g|West Ham United|2|C. Bellamy-29-g;C. Cole-55-g|St. James Park
2008-2009|2009-01-10|Everton|2|M. Fellaini-18-g;M. Arteta-45-g|Hull City|0||Goodison Park
2008-2009|2008-12-30|Hull City|0||Aston Villa|1|K. Zayatte-88-og|KC Stadium
2008-2009|2008-12-29|Manchester United|1|D. Berbatov-69-g|Middlesboro|0||Old Trafford
2008-2009|2008-12-28|West Bromwich Albion|2|R. Bednar-83-g;C. Beattie-90-g|Tottenham Hotspur|0||The Hawthorns
2008-2009|2008-12-28|Blackburn Rovers|2|B. McCarthy-45-g;J. Roberts-84-g|Manchester City|2|D. Sturridge-88-g;Robinho-90-g|Ewood Park
2008-2009|2008-12-28|Everton|3|M. Arteta-10-g;M. Arteta-27-g;D. Gosling-83-g|Sunderland|0||Goodison Park
2008-2009|2008-12-28|Bolton Wanderers|0||Wigan Athletic|1|A. Zaki-44-pen|Reebok Stadium
2008-2009|2008-12-28|Arsenal|1|W. Gallas-81-g|Portsmouth|0||Emirates Stadium
2008-2009|2008-12-28|Newcastle United|1|D. Edgar-45-g|Liverpool|5|S. Gerrard-31-g;S. Hyypi�-36-g;R. Babel-50-g;S. Gerrard-66-g;X. Alonso-76-pen|St. James Park
2008-2009|2008-12-28|Fulham|2|C. Dempsey-10-g;C. Dempsey-90-g|Chelsea|2|F. Lampard-50-g;F. Lampard-72-g|Craven Cottage
2008-2009|2008-12-28|West Ham United|2|C. Cole-51-g;D. Tristan-88-g|Stoke City|1|A. Faye-4-g|Upton Park
2008-2009|2008-12-26|Wigan Athletic|2|R. Taylor-29-g;A. Zaki-73-pen|Newcastle United|1|D. Guthrie-88-pen|The JJB Stadium
2008-2009|2008-12-26|Tottenham Hotspur|0||Fulham|0||White Hart Lane
2008-2009|2008-12-26|Sunderland|0||Blackburn Rovers|0||Stadium of Light
2008-2009|2008-12-26|Chelsea|2|D. Drogba-3-g;F. Lampard-45-g|West Bromwich Albion|0||Stamford Bridge
2008-2009|2008-12-26|Stoke City|0||Manchester United|1|C.A. Tevez-83-g|Britannia Stadium
2008-2009|2008-12-26|Manchester City|5|F. Caicedo-15-g;F. Caicedo-27-g;Robinho-28-g;Robinho-36-g;S. Ireland-82-g|Hull City|1|C. Fagan-80-g|City of Manchester Stadium
2008-2009|2008-12-26|Aston Villa|2|G. Barry-65-pen;Z. Knight-90-g|Arsenal|2|Denilson-40-g;A. Diaby-49-g|Villa Park
2008-2009|2008-12-26|Liverpool|3|A. Riera-26-g;R. Keane-53-g;R. Keane-58-g|Bolton Wanderers|0||Anfield
2008-2009|2008-12-26|Portsmouth|1|N. Belhadj-8-g|West Ham United|4|J. Collison-20-g;C. Cole-67-g;C. Bellamy-70-g;C. Bellamy-83-g|Fratton Park
2008-2009|2008-12-26|Middlesboro|0||Everton|1|T. Cahill-51-g|Riverside Stadium
2008-2009|2008-12-23|Everton|0||Chelsea|0||Goodison Park
2008-2009|2008-12-21|West Bromwich Albion|2|L. Moore-69-g;R. Bednar-90-g|Manchester City|1|F. Caicedo-84-g|The Hawthorns
2008-2009|2008-12-21|Arsenal|1|R.v. Persie-24-g|Liverpool|1|R. Keane-42-g|Emirates Stadium
2008-2009|2008-12-21|Newcastle United|2|C. N'Zogbia-12-g;D. Duff-90-g|Tottenham Hotspur|1|L. Modric-29-g|St. James Park
2008-2009|2008-12-20|Bolton Wanderers|2|M. Taylor-1-g;R. Gardner-3-g|Portsmouth|1|P. Crouch-20-g|Reebok Stadium
2008-2009|2008-12-20|Hull City|1|N. Barmby-19-g|Sunderland|4|S. Malbranque-10-g;K. Richardson-78-g;K. Jones-84-g;D. Cisse-90-g|KC Stadium
2008-2009|2008-12-20|Fulham|3|J. Bullard-41-g;D. Murphy-54-pen;C. Dempsey-59-g|Middlesboro|0||Craven Cottage
2008-2009|2008-12-20|West Ham United|0||Aston Villa|1|L. Neill-78-og|Upton Park
2008-2009|2008-12-20|Blackburn Rovers|3|B. McCarthy-9-pen;J. Roberts-18-g;B. McCarthy-27-g|Stoke City|0||Ewood Park
2008-2009|2008-12-14|Chelsea|1|N. Anelka-51-g|West Ham United|1|C. Bellamy-33-g|Stamford Bridge
